what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449632651915
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449632672934
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1449632672951
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449632680000
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449632683836
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449632687416
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449632689816
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1449632698241
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1449632698613
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --go, --accept-bad-sysid, --sidp=0xb0, /cygdrive/f/quartus2/Lab8_provided/software/usb_kb/usb_kb.elf] return code: 4, 'other error'",1449632710105
error,log,,,"Downloading ELF Process failed",1449632710108
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449632710169
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449632720094
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449632723115
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449632736220
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1449632736271
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449632739712
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449632741261
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1449632747207
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1449632747490
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1449632752571
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449632806235
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449633212378
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449633214301
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449633216597
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449633219801
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449633236621
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449633272432
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449633357182
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449633358640
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449633370850
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449633374758
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449633466918
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449633467557
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449633666562
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449633669208
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449633676161
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1449633676214
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1449633685402
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1449633685830
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --go, --accept-bad-sysid, --sidp=0xb0, /cygdrive/f/quartus2/Lab8_provided/software/usb_kb/usb_kb.elf] return code: 4, 'other error'",1449633697437
error,log,,,"Downloading ELF Process failed",1449633697441
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449633697481
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449633702481
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449633706236
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449633714380
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1449633714419
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449633718256
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449633721758
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1449633725886
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1449633726245
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1449633731303
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449633769839
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449635626868
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449635630290
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449635641996
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1449635642045
