what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445396391944
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1445396403584
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1445396404175
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1445396417867
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445396456904
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445396467957
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445396469810
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445396471023
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445396471918
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445396502882
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1445396509601
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1445396511663
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445396512481
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445396516508
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1445396519707
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445396555528
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445396611362
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445396613339
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445396810930
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1445396813496
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1445396817983
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1445396948334
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1445396965162
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1445396997155
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445397016973
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445397018162
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445397018536
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445397082656
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445397084047
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445397085894
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1445397134852
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445397210140
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445397318408
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445397338539
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445397372015
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445397534018
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445397549771
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1445397554436
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445397555031
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445397704920
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445397719480
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445397727315
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445397729471
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445397765902
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445397770988
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445397995529
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1445397998580
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445398002523
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445398006660
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1445398009367
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445398009682
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445398016079
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445398022079
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445398029600
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1445398037332
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1445398037884
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1445398054450
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1445398084731
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445398102644
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445398398782
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1445398452868
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1445398453499
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1445398461111
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.shiftLeft",1445398464016
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.shiftLeft",1445398464394
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1445398465616
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1445398472729
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445398473047
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445398482026
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1445398489593
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1445398492365
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1445398504503
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1445398508986
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445398509297
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445398528612
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.TaskList",1445398531554
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1445398532806
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1445398538259
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445398538572
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445398544517
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445398546398
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445398589822
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445398597456
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445398601079
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenDebugConfigurations",1445398601095
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445398608095
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445398611821
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1445398611835
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445398618989
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1445398619653
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445398620120
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1445398620123
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1445398631694
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445398681647
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445398684171
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1445398689927
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1445398693004
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445398751102
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445398778178
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445398807322
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445399059366
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1445399072868
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1445399083329
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445399122409
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445399200943
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445399337088
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445399478175
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445399484056
