what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1445383849175
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1445383853556
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445383861687
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445383913086
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445383916787
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445384191374
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1445384192915
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445384195970
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445384201698
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1445384205787
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445384206329
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445384233118
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445384242040
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445384242345
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445384244204
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445384252216
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445384265604
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1445384270702
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1445384271864
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1445384271882
